epoch_idx	precision@5	recall@5	ndcg@5	f1@5	precision@10	recall@10	ndcg@10	f1@10	precision@20	recall@20	ndcg@20	f1@20
30.0	0.2805369198322296	0.11972775310277939	0.29180546303509836	0.16480813920497894	0.24697989225387573	0.20988234877586365	0.2744093849394338	0.22203032672405243	0.22013422846794128	0.38533028960227966	0.33807344561186264	0.27437078952789307
31.0	0.5275168418884277	0.2684459686279297	0.5696994573742504	0.3459111154079437	0.4147651195526123	0.4175981879234314	0.5209210324439311	0.40360957384109497	0.29194632172584534	0.574054479598999	0.5636136218987563	0.3768627643585205
32.0	0.3248322308063507	0.1487647145986557	0.35571207854555364	0.19849273562431335	0.25906041264533997	0.23768138885498047	0.3179107727871535	0.24041327834129333	0.2016778439283371	0.3746944069862366	0.3546636973816628	0.2552582025527954
33.0	0.47114098072052	0.23418794572353363	0.5029231665803359	0.30326005816459656	0.3610738217830658	0.3541238307952881	0.45150237054464915	0.3457210958003998	0.2654362618923187	0.5128368735313416	0.4949866562137147	0.33992645144462585
34.0	0.43355709314346313	0.2212180346250534	0.468106727967521	0.28381839394569397	0.3550335764884949	0.3609957695007324	0.4411470629248559	0.34648701548576355	0.2630872428417206	0.5178877711296082	0.4907402922497369	0.33960968255996704
35.0	0.4872483015060425	0.24542568624019623	0.5028290131050742	0.31701409816741943	0.4053691327571869	0.4021872878074646	0.477877893457655	0.39125779271125793	0.28926172852516174	0.5619287490844727	0.522271064196523	0.3719644844532013
36.0	0.4093960225582123	0.19397437572479248	0.4378372703298647	0.25618889927864075	0.3234899640083313	0.3077757656574249	0.3964118324209783	0.3055136203765869	0.23590604960918427	0.44327008724212646	0.4296056787194036	0.2994953691959381
37.0	0.39060404896736145	0.18875381350517273	0.41313723857543644	0.24669626355171204	0.3167785406112671	0.31247666478157043	0.382802123355725	0.30368754267692566	0.22852350771427155	0.4428645372390747	0.4141419801971039	0.29293015599250793
38.0	0.5087248682975769	0.26231610774993896	0.5537264521434823	0.33601513504981995	0.38791948556900024	0.39649513363838196	0.497923162759923	0.38017600774765015	0.2785235047340393	0.5587672591209412	0.5438292522874109	0.3608870506286621
39.0	0.3275167942047119	0.15947873890399933	0.34753219789280176	0.20746514201164246	0.2778523564338684	0.266995370388031	0.3311036425442004	0.2626883089542389	0.2214765101671219	0.41932088136672974	0.3809819150096509	0.2815544605255127
40.0	0.35167786478996277	0.16963881254196167	0.38701099282168483	0.222224622964859	0.285906046628952	0.27580031752586365	0.35307137543330186	0.2718082368373871	0.231543630361557	0.4387669861316681	0.4076776663621996	0.294844388961792
41.0	0.4375839829444885	0.22839370369911194	0.4755842704566284	0.2905603051185608	0.3590604364871979	0.36651524901390076	0.4486004970581406	0.3505485951900482	0.2597315311431885	0.5143928527832031	0.491004212983485	0.33543652296066284
42.0	0.457718163728714	0.22353298962116241	0.4784097726706445	0.29191136360168457	0.3691275119781494	0.35635605454444885	0.44048056920761336	0.3515061140060425	0.27751678228378296	0.5332894921302795	0.49342805792084454	0.3554154634475708
43.0	0.4134228527545929	0.21532906591892242	0.4442572258172543	0.27408692240715027	0.34161075949668884	0.355610728263855	0.42513671271030634	0.3370667099952698	0.25234901905059814	0.5081973671913147	0.4741216688176368	0.32771944999694824
44.0	0.47919464111328125	0.23943428695201874	0.5192195611258913	0.30964216589927673	0.38859060406684875	0.3830834925174713	0.4802610274735128	0.37366917729377747	0.2765100598335266	0.5343714952468872	0.5180734942592492	0.35467493534088135
45.0	0.4174497127532959	0.20834852755069733	0.44810486126817733	0.2694997787475586	0.34429532289505005	0.34429433941841125	0.4226023579570322	0.33264830708503723	0.25436243414878845	0.4928627908229828	0.4647019061066275	0.32608190178871155
46.0	0.38255035877227783	0.2069116085767746	0.39508095967453	0.26081326603889465	0.3201342523097992	0.3386383056640625	0.38594794818943384	0.31911104917526245	0.23993287980556488	0.48704221844673157	0.44124518157662707	0.3133563995361328
47.0	0.47651007771492004	0.24676938354969025	0.5275725112134615	0.3150799572467804	0.3751677870750427	0.381536602973938	0.48150291899405595	0.3661201596260071	0.28020134568214417	0.548523485660553	0.5327082595908443	0.3607944846153259
48.0	0.34093961119651794	0.16359519958496094	0.36196398856452355	0.2145460993051529	0.29530203342437744	0.2828684449195862	0.34781233400797457	0.2793561816215515	0.22248320281505585	0.4212828278541565	0.38776112702970605	0.2830858528614044
49.0	0.47919464111328125	0.2508256733417511	0.5295400935933314	0.3194003105163574	0.39060401916503906	0.400617390871048	0.4953737076206987	0.3833376169204712	0.27080535888671875	0.544849157333374	0.5326602108431309	0.3509964942932129
50.0	0.43892619013786316	0.22860486805438995	0.47736709275591716	0.29087159037590027	0.35369130969047546	0.35762330889701843	0.4458886425052003	0.34352996945381165	0.25637584924697876	0.5034998655319214	0.4873248392873491	0.3302367627620697
51.0	0.371812105178833	0.18308337032794952	0.39564338844605224	0.23835013806819916	0.3167785406112671	0.31393104791641235	0.37912398628805305	0.3053308129310608	0.24832214415073395	0.4815496802330017	0.43489829574357597	0.318656861782074
52.0	0.3140939772129059	0.14814789593219757	0.3146699831835383	0.1956365555524826	0.2765100598335266	0.2572687864303589	0.30818121497841794	0.2582997679710388	0.21308724582195282	0.3918578624725342	0.34923536342222444	0.2688150107860565
53.0	0.449664443731308	0.23316243290901184	0.48439785336435726	0.2976475656032562	0.3550335764884949	0.3652351498603821	0.44657633902019045	0.34868720173835754	0.26610738039016724	0.5335782170295715	0.5016849094730385	0.3444201648235321
54.0	0.4604027271270752	0.23988951742649078	0.48681138473903124	0.30581244826316833	0.37919461727142334	0.38679802417755127	0.46447446000833054	0.37075406312942505	0.27080535888671875	0.5396990180015564	0.5098565847949621	0.3507177233695984
55.0	0.38657718896865845	0.20041672885417938	0.4252281237305175	0.2554880380630493	0.33758389949798584	0.34122923016548157	0.4153470801256111	0.3276607394218445	0.25100672245025635	0.49694567918777466	0.46198499661382575	0.3240774869918823
56.0	0.4093960225582123	0.21306003630161285	0.4407083920815032	0.2716555893421173	0.3288590908050537	0.33762413263320923	0.41213636166674744	0.322380930185318	0.24194632470607758	0.49076464772224426	0.46036197110668503	0.3152918517589569
57.0	0.5315436720848083	0.27198392152786255	0.5681129564983569	0.3493705987930298	0.4120805561542511	0.4137750267982483	0.515011201673371	0.4001975953578949	0.2865771949291229	0.5716696977615356	0.5551889769814351	0.37064889073371887
58.0	0.3812080919742584	0.1916494220495224	0.4192423037048043	0.2470695674419403	0.3248322308063507	0.3227998912334442	0.40072740778810556	0.3131493628025055	0.24966441094875336	0.4835371971130371	0.45141767260519805	0.3203175663948059
59.0	0.38120806217193604	0.19318746030330658	0.40097952101282314	0.2486756145954132	0.33825504779815674	0.33558207750320435	0.39564683053352706	0.32640737295150757	0.2573825418949127	0.5003008842468262	0.45011389818229885	0.3310167193412781
60.0	0.445637583732605	0.23326487839221954	0.4840501771978648	0.2968270182609558	0.363758385181427	0.37665802240371704	0.45663536978418967	0.35843291878700256	0.2607382535934448	0.5226159691810608	0.4989886592413913	0.33863112330436707
61.0	0.4899328947067261	0.25406837463378906	0.5309975663000053	0.3247430920600891	0.4033556878566742	0.4069986939430237	0.5008666257432046	0.392892450094223	0.28993287682533264	0.5709474086761475	0.5501228660255215	0.3744491934776306
62.0	0.4013423025608063	0.2055666297674179	0.4355016255060059	0.26378196477890015	0.33020132780075073	0.3342643082141876	0.40997859410833437	0.32155072689056396	0.25033560395240784	0.49725842475891113	0.4620996708660036	0.3236646056175232
63.0	0.4953020215034485	0.2576175034046173	0.5129077595583159	0.32935988903045654	0.4201342463493347	0.42614731192588806	0.49853343865266236	0.410881906747818	0.2822147607803345	0.5629286170005798	0.5333083050716783	0.3665436804294586
64.0	0.43489935994148254	0.2280522584915161	0.45330984767324844	0.29050710797309875	0.34966444969177246	0.3688577115535736	0.4285314718315446	0.3480657935142517	0.23724831640720367	0.48687267303466797	0.4602553781795711	0.3103635013103485
65.0	0.4147650897502899	0.21566572785377502	0.4307606668100473	0.2749161124229431	0.34765100479125977	0.3544028401374817	0.4146355212432536	0.3399885594844818	0.26342281699180603	0.5222968459129333	0.47231530760804713	0.34103187918663025
66.0	0.5167785286903381	0.26536962389945984	0.5492254616881451	0.34051084518432617	0.4100671410560608	0.4172135293483734	0.5073007460558211	0.401457816362381	0.2862416207790375	0.5749266147613525	0.5501871838549053	0.37149322032928467
