epoch_idx	precision@5	recall@5	ndcg@5	f1@5	precision@10	recall@10	ndcg@10	f1@10	precision@20	recall@20	ndcg@20	f1@20
1.0	0.4523489475250244	0.2110193818807602	0.5072353003517044	0.28152504563331604	0.34161075949668884	0.31348270177841187	0.4354616359210112	0.31950750946998596	0.24697986245155334	0.4513285160064697	0.4678534036715054	0.3123105466365814
2.0	0.4268456697463989	0.1939232051372528	0.44985378905874596	0.2609468102455139	0.33624163269996643	0.30763018131256104	0.39949659285452677	0.3137054741382599	0.2573825716972351	0.48666658997535706	0.45006025741286154	0.32750359177589417
3.0	0.42818793654441833	0.1938360333442688	0.48327670701709524	0.2611517906188965	0.33892616629600525	0.30799436569213867	0.42519065375186804	0.3152860999107361	0.2644295394420624	0.5005303621292114	0.48174180560820823	0.3367176055908203
4.0	0.44161075353622437	0.20024549961090088	0.4958287104144048	0.26955896615982056	0.34899330139160156	0.31676146388053894	0.4362583105092967	0.32428041100502014	0.26744964718818665	0.499057799577713	0.488112989509299	0.3401867747306824
5.0	0.43087249994277954	0.19470563530921936	0.46210623590148225	0.2626509368419647	0.34362414479255676	0.3121517300605774	0.4102912167682931	0.3194497227668762	0.2479865849018097	0.4458974599838257	0.4400302256658753	0.3123062252998352
6.0	0.4161074161529541	0.1919582039117813	0.47021613950253943	0.25688907504081726	0.3255033493041992	0.29931849241256714	0.4109811128232444	0.30376049876213074	0.25369128584861755	0.4713187515735626	0.46110994025534585	0.32114046812057495
7.0	0.4241611063480377	0.192114919424057	0.4663482932491578	0.2588050663471222	0.3275167942047119	0.28854966163635254	0.40173908664494445	0.29969412088394165	0.24362418055534363	0.4274348318576813	0.43495179944012086	0.30427706241607666
8.0	0.42953020334243774	0.19540594518184662	0.45262832052973623	0.26276716589927673	0.34496644139289856	0.30471208691596985	0.40363337508614533	0.31637030839920044	0.24832214415073395	0.44150179624557495	0.4323510782707003	0.31150880455970764
9.0	0.4147651493549347	0.1935960203409195	0.43737198737695854	0.25799480080604553	0.3234899342060089	0.2960028350353241	0.3865190175796128	0.301546186208725	0.24395973980426788	0.44201546907424927	0.4269724508983644	0.3077474534511566
10.0	0.44563764333724976	0.20484547317028046	0.48048860019623957	0.2744564712047577	0.33758389949798584	0.3051736354827881	0.4140201784109458	0.3128718435764313	0.25167787075042725	0.456671804189682	0.45275306109356356	0.3174828588962555
11.0	0.39463090896606445	0.17462529242038727	0.4315762810983902	0.2371663600206375	0.317449688911438	0.2819785177707672	0.3815676848142416	0.29168638586997986	0.24362415075302124	0.43752729892730713	0.423850000766046	0.3061036467552185
12.0	0.4120805561542511	0.19516928493976593	0.43666546745559454	0.25754624605178833	0.3261745274066925	0.30830445885658264	0.39225560640854223	0.3077358901500702	0.2607382535934448	0.4898582398891449	0.45108660612999457	0.3319149315357208
13.0	0.5033558011054993	0.25752758979797363	0.5321446074301713	0.33091989159584045	0.38791945576667786	0.4029982388019562	0.4851606090378587	0.38098958134651184	0.2798657715320587	0.5663897395133972	0.532894219239218	0.36356016993522644
14.0	0.4281879663467407	0.22054949402809143	0.4613537305639759	0.2827863097190857	0.3496644198894501	0.3586893677711487	0.43297879903523623	0.3430972099304199	0.26409396529197693	0.5329314470291138	0.4908059915058905	0.34256207942962646
15.0	0.449664443731308	0.23877961933612823	0.5030692666171978	0.30305546522140503	0.354362428188324	0.38091614842414856	0.46336401634951546	0.3540112376213074	0.25838926434516907	0.5324015021324158	0.5119034659477645	0.33793219923973083
16.0	0.5476510524749756	0.27271464467048645	0.5754263969301775	0.3538075387477875	0.4275168180465698	0.42429110407829285	0.5242891839338782	0.41283565759658813	0.3087248206138611	0.6009525656700134	0.5750859824831511	0.3973369300365448
17.0	0.4590604603290558	0.22160036861896515	0.47555470197618877	0.2905178666114807	0.3597315847873688	0.34770265221595764	0.4295789443700016	0.3429405987262726	0.2620805501937866	0.4996422231197357	0.4706191702484454	0.33502739667892456
18.0	0.5288590788841248	0.2612117826938629	0.5287387554760661	0.3395240306854248	0.4114094078540802	0.4080946743488312	0.4875434160960411	0.39712291955947876	0.29530200362205505	0.569659948348999	0.5327745641231685	0.3784514367580414
19.0	0.4993288815021515	0.2543763518333435	0.5416494888312362	0.32726770639419556	0.38993290066719055	0.40053901076316833	0.492798493441004	0.3829955458641052	0.2697986960411072	0.5464611053466797	0.5287728368598408	0.3506026864051819
20.0	0.4979865550994873	0.24832142889499664	0.5247010239509758	0.32161274552345276	0.38657721877098083	0.3809269070625305	0.47543924564375384	0.3712577223777771	0.2832215130329132	0.5501999855041504	0.5232992854411349	0.36381295323371887
21.0	0.47651007771492004	0.2468671351671219	0.5062016985378609	0.3161846399307251	0.3738255202770233	0.3866313397884369	0.46701711440205884	0.3685021698474884	0.2704698145389557	0.5494155287742615	0.5168017193823539	0.3520142138004303
22.0	0.3248322308063507	0.14882363379001617	0.3549063190487744	0.19929412007331848	0.2644295394420624	0.23697173595428467	0.3184011457443733	0.2433222383260727	0.22986580431461334	0.4123924672603607	0.3811465042640341	0.2883196175098419
23.0	0.5020134449005127	0.2511051893234253	0.534014534760648	0.32499873638153076	0.4067114591598511	0.40524330735206604	0.49824677304436094	0.3929881751537323	0.3016778528690338	0.5886922478675842	0.554236273645013	0.3882979452610016
24.0	0.5275168418884277	0.2680436074733734	0.5479737448527621	0.34539303183555603	0.4208053648471832	0.4237840473651886	0.5100186921219875	0.40934082865715027	0.29999998211860657	0.5867831110954285	0.5576018165516585	0.3867622911930084
25.0	0.4563758373260498	0.21011604368686676	0.4721223161349123	0.28123074769973755	0.3651006519794464	0.33844193816185	0.42820384266950856	0.3415248692035675	0.26879194378852844	0.5057782530784607	0.4724040034349909	0.34197744727134705
26.0	0.375838965177536	0.18205603957176208	0.40975296925974286	0.2385014295578003	0.3167785406112671	0.2996078431606293	0.3828785062292938	0.29838547110557556	0.2493288666009903	0.46794572472572327	0.43605030503349423	0.3163355886936188
27.0	0.49261751770973206	0.24721944332122803	0.5056240955944367	0.32001012563705444	0.4067114293575287	0.3966880142688751	0.47557414905082024	0.3898458778858185	0.2983221411705017	0.5773774981498718	0.5311362105954499	0.3834783434867859
28.0	0.467114120721817	0.2310035228729248	0.4801346678003692	0.30022701621055603	0.38859060406684875	0.3755846619606018	0.45491506850569674	0.3701886534690857	0.2798657715320587	0.5327048897743225	0.4972353625588333	0.3572240173816681
29.0	0.43758392333984375	0.20426525175571442	0.47158898258134174	0.27162840962409973	0.35167786478996277	0.3325757384300232	0.42649126024727557	0.33175474405288696	0.26409393548965454	0.5000430345535278	0.47232648530560684	0.33683910965919495
